"term";"b_lmer";"SE_lmer";"t_lmer";"df_lmer";"p_lmer";"b_best";"SE_best";"t_best";"df_best";"p_best";"sig_lmer";"sig_best";"sig_changed";"sign_changed";"delta_b";"delta_SE"
"(Intercept)";8,2746218187011;0,121446827939895;68,1337006413724;283,633467204005;7,49184591423969e-178;8,25920537763179;0,121024907254649;68,2438480225692;10538;0;TRUE;TRUE;FALSE;FALSE;-0,015416441069311;-0,000421920685246671
"event_categoryLeisure and Recreation";-0,00428704631773746;0,0508971666318335;-0,0842295672124141;10569,5010581029;0,932875505673756;0,0138231103566721;0,0471079566793091;0,293434725916344;10538;0,769195663908062;FALSE;FALSE;FALSE;TRUE;0,0181101566744095;-0,00378920995252441
"event_categorySocial and Personal Relationships";-0,0451570374700543;0,0568336454859128;-0,794547614955426;10587,5022462235;0,426894510253309;-0,0281628945225256;0,0515177137630085;-0,546664292054581;10538;0,584620964878356;FALSE;FALSE;FALSE;FALSE;0,0169941429475287;-0,00531593172290435
"event_categoryWork and Professional Engagements";-0,187964259399337;0,0557917594372824;-3,369032654556;10602,310883582;0,000757012947562613;-0,157106504299495;0,0535935748797159;-2,93144289501309;10538;0,00338116476221429;TRUE;TRUE;FALSE;FALSE;0,030857755099842;-0,00219818455756652
"event_categoryHealth and Well-being";-0,457234881629346;0,14851355661554;-3,07874171253605;10569,624940002;0,00208409594311443;-0,443766531168734;0,138912253256157;-3,19458162089143;10538;0,0014044603153109;TRUE;TRUE;FALSE;FALSE;0,0134683504606121;-0,00960130335938286
"event_categoryIndeterminate";-0,0426394084251144;0,085306276381666;-0,499839053276019;10642,1883806397;0,617198743694726;0,0221477925931331;0,0760989708050055;0,291039318388211;10538;0,771026976479039;FALSE;FALSE;FALSE;TRUE;0,0647872010182475;-0,00920730557666045
"groupBPD";-3,96149085694932;0,173548563000093;-22,8264111696921;288,982896038805;1,22382365965137e-66;-3,98698169246904;0,172798307536484;-23,0730367056821;263;3,78102567431524e-65;TRUE;TRUE;FALSE;FALSE;-0,025490835519713;-0,000750255463608573
"event_categoryLeisure and Recreation:groupBPD";0,0823988028961782;0,0768129311773033;1,07272046038682;10578,6389443517;0,283421027469287;0,0903754273763574;0,0706073302091703;1,2799723075299;10538;0,200583051543584;FALSE;FALSE;FALSE;FALSE;0,00797662448017925;-0,00620560096813302
"event_categorySocial and Personal Relationships:groupBPD";-0,264741313597626;0,0775091144434362;-3,41561525374962;10589,0608720111;0,000638770490347771;-0,221149549382101;0,0705096286074242;-3,13644467783816;10538;0,00171480324357518;TRUE;TRUE;FALSE;FALSE;0,0435917642155252;-0,00699948583601205
"event_categoryWork and Professional Engagements:groupBPD";0,187516422123298;0,103973236222354;1,80350664205817;10603,6743999097;0,0713370560882115;0,148893431909296;0,0998316269117576;1,4914455119609;10538;0,135874499458815;FALSE;FALSE;FALSE;FALSE;-0,0386229902140018;-0,00414160931059616
"event_categoryHealth and Well-being:groupBPD";-0,649803608394065;0,164553471407099;-3,94889030804143;10578,3364759767;7,90233360149215e-05;-0,497293831090289;0,154022465323423;-3,22870972131272;10538;0,00124730858321213;TRUE;TRUE;FALSE;FALSE;0,152509777303777;-0,0105310060836755
"event_categoryIndeterminate:groupBPD";-0,39181900512136;0,113623659189847;-3,44839277237758;10676,6938392342;0,000566109525874976;-0,366922074098714;0,101887756299426;-3,60123814112078;10538;0,000318161517998432;TRUE;TRUE;FALSE;FALSE;0,0248969310226464;-0,01173590289042
